"Source","Target","Weight","Type"
"Joyeux Noel","Christian Carion","1","Undirected"
"Joyeux Noel","Dany Boon","1","Undirected"
"Joyeux Noel","Ian Richardson","1","Undirected"
"Dany Boon","Micmacs","1","Undirected"
"Dany Boon","A Perfect Plan","1","Undirected"
"Dany Boon","Welcome to the Sticks","1","Undirected"
"Ian Richardson","From Hell","1","Undirected"
"Fantastic Mr. Fox","Helen McCrory","1","Undirected"
"Helen McCrory","Skyfall","1","Undirected"
"In Too Deep","Omar Epps","1","Undirected"
"In Too Deep","Nia Long","1","Undirected"
"Omar Epps","Scream 2","1","Undirected"
"Omar Epps","Alfie","1","Undirected"
"Omar Epps","The Wood","1","Undirected"
"Omar Epps","Brother","1","Undirected"
"Omar Epps","Love & Basketball","1","Undirected"
"Omar Epps","Against the Ropes","1","Undirected"
"Omar Epps","Breakfast of Champions","1","Undirected"
"Omar Epps","Big Trouble","1","Undirected"
"Nia Long","Love Jones","1","Undirected"
"Nia Long","Big Momma's House 2","1","Undirected"
"Nia Long","Stigmata","1","Undirected"
"Nia Long","Held Up","1","Undirected"
"Nia Long","Big Momma's House","1","Undirected"
"Nia Long","Premonition","1","Undirected"
"Nia Long","Mooz-Lum","1","Undirected"
"Nia Long","The Broken Hearts Club: A Romantic Comedy","1","Undirected"
"Nia Long","Boiler Room","1","Undirected"
"Nia Long","Friday","1","Undirected"
"Nia Long","Keanu","1","Undirected"
"Nia Long","Are We There Yet?","1","Undirected"
"Nia Long","Alfie","1","Undirected"
"Valiant","Gary Chapman","1","Undirected"
"Valiant","Pip Torrens","1","Undirected"
"Brighton Rock","Sean Harris","1","Undirected"
"Brighton Rock","Rowan Joffe","1","Undirected"
"Sean Harris","A Lonely Place to Die","1","Undirected"
"Sean Harris","Mission: Impossible - Rogue Nation","1","Undirected"
"Sean Harris","Harry Brown","1","Undirected"
"Sean Harris","Prometheus","1","Undirected"
"Rowan Joffe","Before I Go to Sleep","1","Undirected"
"We Are Marshall","Kimberly Williams-Paisley","1","Undirected"
"We Are Marshall","Brian Geraghty","1","Undirected"
"Kimberly Williams-Paisley","Ask Me Anything","1","Undirected"
"Brian Geraghty","Bobby","1","Undirected"
"Brian Geraghty","Jarhead","1","Undirected"
"Brian Geraghty","When a Stranger Calls","1","Undirected"
"Brian Geraghty","The Hurt Locker","1","Undirected"
"The Extra Man","Lynn Cohen","1","Undirected"
"The Extra Man","Marian Seldes","1","Undirected"
"The Extra Man","Dan Hedaya","1","Undirected"
"Lynn Cohen","Deconstructing Harry","1","Undirected"
"Lynn Cohen","Hurricane Streets","1","Undirected"
"Lynn Cohen","The Jimmy Show","1","Undirected"
"Lynn Cohen","The Life Before Her Eyes","1","Undirected"
"Marian Seldes","Mona Lisa Smile","1","Undirected"
"Marian Seldes","August Rush","1","Undirected"
"Marian Seldes","Duets","1","Undirected"
"Dan Hedaya","The Crew","1","Undirected"
"Dan Hedaya","A Night at the Roxbury","1","Undirected"
"Dan Hedaya","Clueless","1","Undirected"
"Dan Hedaya","Freeway","1","Undirected"
"The Purge: Election Year","Frank Grillo","1","Undirected"
"The Purge: Election Year","Joseph Julian Soria","1","Undirected"
"The Purge: Election Year","Mykelti Williamson","1","Undirected"
"The Purge: Election Year","James DeMonaco","1","Undirected"
"Frank Grillo","Pride and Glory","1","Undirected"
"Frank Grillo","The Grey","1","Undirected"
"Frank Grillo","Minority Report","1","Undirected"
"Frank Grillo","Homefront","1","Undirected"
"Frank Grillo","My Soul to Take","1","Undirected"
"Frank Grillo","Demonic","1","Undirected"
"Frank Grillo","Warrior","1","Undirected"
"Joseph Julian Soria","Max","1","Undirected"
"Mykelti Williamson","Three Kings","1","Undirected"
"James DeMonaco","The Purge: Anarchy","1","Undirected"
"James DeMonaco","The Purge","1","Undirected"
"The Legend of Tarzan","Alexander Skarsg--rd","1","Undirected"
"The Legend of Tarzan","Casper Crump","1","Undirected"
"The Legend of Tarzan","David Yates","1","Undirected"
"Alexander Skarsg--rd","Zoolander","1","Undirected"
"Alexander Skarsg--rd","Straw Dogs","1","Undirected"
"Alexander Skarsg--rd","Melancholia","1","Undirected"
"Alexander Skarsg--rd","The Giver","1","Undirected"
"Alexander Skarsg--rd","Battleship","1","Undirected"
"Alexander Skarsg--rd","The East","1","Undirected"
"Alexander Skarsg--rd","The Diary of a Teenage Girl","1","Undirected"
"David Yates","Harry Potter and the Order of the Phoenix","1","Undirected"
"David Yates","Harry Potter and the Half-Blood Prince","1","Undirected"
"Star Trek VI: The Undiscovered Country","Nicholas Meyer","1","Undirected"
"Star Trek VI: The Undiscovered Country","Leonard Nimoy","1","Undirected"
"Star Trek VI: The Undiscovered Country","Kurtwood Smith","1","Undirected"
"Star Trek VI: The Undiscovered Country","Nichelle Nichols","1","Undirected"
"Leonard Nimoy","Star Trek II: The Wrath of Khan","1","Undirected"
"Leonard Nimoy","Atlantis: The Lost Empire","1","Undirected"
"Leonard Nimoy","Star Trek III: The Search for Spock","1","Undirected"
"Leonard Nimoy","Star Trek V: The Final Frontier","1","Undirected"
"Leonard Nimoy","Star Trek: The Motion Picture","1","Undirected"
"Leonard Nimoy","Star Trek IV: The Voyage Home","1","Undirected"
"Leonard Nimoy","Star Trek","1","Undirected"
"Leonard Nimoy","Zambezia","1","Undirected"
"Leonard Nimoy","3 Men and a Baby","1","Undirected"
"Kurtwood Smith","To Die For","1","Undirected"
"Kurtwood Smith","Fortress","1","Undirected"
"Kurtwood Smith","Prefontaine","1","Undirected"
"Kurtwood Smith","Cedar Rapids","1","Undirected"
"Kurtwood Smith","Dead Poets Society","1","Undirected"
"Kurtwood Smith","Rambo III","1","Undirected"
"Nichelle Nichols","Star Trek II: The Wrath of Khan","1","Undirected"
"Nichelle Nichols","Star Trek III: The Search for Spock","1","Undirected"
"Nichelle Nichols","Star Trek V: The Final Frontier","1","Undirected"
"Nichelle Nichols","Star Trek: The Motion Picture","1","Undirected"
"Nichelle Nichols","Star Trek IV: The Voyage Home","1","Undirected"
"Nichelle Nichols","Snow Dogs","1","Undirected"
"Nicholas Meyer","Star Trek II: The Wrath of Khan","1","Undirected"
"Kingdom of Heaven","Orlando Bloom","1","Undirected"
"Kingdom of Heaven","Philip Glenister","1","Undirected"
"Kingdom of Heaven","Ridley Scott","1","Undirected"
"Orlando Bloom","The Three Musketeers","1","Undirected"
"Orlando Bloom","Pirates of the Caribbean: At World's End","1","Undirected"
"Orlando Bloom","The Lord of the Rings: The Return of the King","1","Undirected"
"Orlando Bloom","The Lord of the Rings: The Two Towers","1","Undirected"
"Orlando Bloom","The Lord of the Rings: The Fellowship of the Ring","1","Undirected"
"Orlando Bloom","Zulu","1","Undirected"
"Orlando Bloom","Pirates of the Caribbean: Dead Man's Chest","1","Undirected"
"Orlando Bloom","Troy","1","Undirected"
"Orlando Bloom","Elizabethtown","1","Undirected"
"Orlando Bloom","Pirates of the Caribbean: The Curse of the Black Pearl","1","Undirected"
"Ridley Scott","Blade Runner","1","Undirected"
"Ridley Scott","Gladiator","1","Undirected"
"Ridley Scott","The Martian","1","Undirected"
"Ridley Scott","Exodus: Gods and Kings","1","Undirected"
"Ridley Scott","Black Hawk Down","1","Undirected"
"Ridley Scott","A Good Year","1","Undirected"
"Ridley Scott","G.I. Jane","1","Undirected"
"Ridley Scott","Alien","1","Undirected"
"Ridley Scott","White Squall","1","Undirected"
"Ridley Scott","American Gangster","1","Undirected"
"Ridley Scott","The Counselor","1","Undirected"
"Ridley Scott","Robin Hood","1","Undirected"
"Ridley Scott","Prometheus","1","Undirected"
"Ridley Scott","Black Rain","1","Undirected"
"Ridley Scott","Body of Lies","1","Undirected"
"Starsuckers","Elton John","1","Undirected"
"Starsuckers","Chris Atkins","1","Undirected"
"Starsuckers","Richard Curtis","1","Undirected"
"Starsuckers","Harvey Weinstein","1","Undirected"
"Richard Curtis","Love Actually","1","Undirected"
"Richard Curtis","Pirate Radio","1","Undirected"
"Richard Curtis","About Time","1","Undirected"
"Harvey Weinstein","An Alan Smithee Film: Burn Hollywood Burn","1","Undirected"
"Elton John","The Road to El Dorado","1","Undirected"
"Elton John","Br--no","1","Undirected"
"Saint Ralph","Campbell Scott","1","Undirected"
"Saint Ralph","Adam Butcher","1","Undirected"
"Saint Ralph","Gordon Pinsent","1","Undirected"
"Saint Ralph","Michael McGowan","1","Undirected"
"Campbell Scott","The Love Letter","1","Undirected"
"Campbell Scott","No End in Sight","1","Undirected"
"Campbell Scott","Duma","1","Undirected"
"Campbell Scott","The Spanish Prisoner","1","Undirected"
"Gordon Pinsent","Two Lovers and a Bear","1","Undirected"
"Pixels","Peter Dinklage","1","Undirected"
"Peter Dinklage","The Angry Birds Movie","1","Undirected"
"Peter Dinklage","Death at a Funeral","1","Undirected"
"Peter Dinklage","Destiny","1","Undirected"
"Peter Dinklage","The Chronicles of Narnia: Prince Caspian","1","Undirected"
"Peter Dinklage","The Station Agent","1","Undirected"
"Peter Dinklage","X-Men: Days of Future Past","1","Undirected"
"Peter Dinklage","Saint John of Las Vegas","1","Undirected"
"Peter Dinklage","Find Me Guilty","1","Undirected"
"Peter Dinklage","The Boss","1","Undirected"
"Peter Dinklage","Never Again","1","Undirected"
"Peter Dinklage","Elf","1","Undirected"
"Peter Dinklage","Ice Age: Continental Drift","1","Undirected"
"Daredevil","Elden Henson","1","Undirected"
"Daredevil","Royce Johnson","1","Undirected"
"Daredevil","Charlie Cox","1","Undirected"
"Elden Henson","Marilyn Hotchkiss' Ballroom Dancing and Charm School","1","Undirected"
"Elden Henson","The Battle of Shaker Heights","1","Undirected"
"Elden Henson","The Mighty Ducks","1","Undirected"
"Elden Henson","The Mighty","1","Undirected"
"Elden Henson","Dumb and Dumberer: When Harry Met Lloyd","1","Undirected"
"Elden Henson","Idle Hands","1","Undirected"
"Lake Placid","Bridget Fonda","1","Undirected"
"Lake Placid","Ty Olsson","1","Undirected"
"Bridget Fonda","City Hall","1","Undirected"
"Bridget Fonda","Army of Darkness","1","Undirected"
"Bridget Fonda","A Simple Plan","1","Undirected"
"Bridget Fonda","Monkeybone","1","Undirected"
"Bridget Fonda","Kiss of the Dragon","1","Undirected"
"Bridget Fonda","The Godfather: Part III","1","Undirected"
"Ty Olsson","Willard","1","Undirected"
"Premonition","Amber Valletta","1","Undirected"
"Premonition","Marc Macaulay","1","Undirected"
"Premonition","Mennan Yapo","1","Undirected"
"Amber Valletta","Max Keeble's Big Move","1","Undirected"
"Amber Valletta","Raising Helen","1","Undirected"
"Amber Valletta","What Lies Beneath","1","Undirected"
"Amber Valletta","The Family Man","1","Undirected"
"Amber Valletta","Duplex","1","Undirected"
"Amber Valletta","The Spy Next Door","1","Undirected"
"Marc Macaulay","Nine Dead","1","Undirected"
"Love Ranch","Taylor Hackford","1","Undirected"
"Love Ranch","Gil Birmingham","1","Undirected"
"Love Ranch","Scout Taylor-Compton","1","Undirected"
"Scout Taylor-Compton","Halloween II","1","Undirected"
"Scout Taylor-Compton","The Runaways","1","Undirected"
"Taylor Hackford","Ray","1","Undirected"
"Taylor Hackford","Blood In, Blood Out","1","Undirected"
"Taylor Hackford","Proof of Life","1","Undirected"
"Taylor Hackford","The Devil's Advocate","1","Undirected"
"Taylor Hackford","Parker","1","Undirected"
"Hearts in Atlantis","Mika Boorem","1","Undirected"
"Hearts in Atlantis","Scott Hicks","1","Undirected"
"Mika Boorem","Mighty Joe Young","1","Undirected"
"Mika Boorem","Blue Crush","1","Undirected"
"Scott Hicks","Shine","1","Undirected"
"Scott Hicks","No Reservations","1","Undirected"
"Scott Hicks","The Lucky One","1","Undirected"
"Scott Hicks","Snow Falling on Cedars","1","Undirected"
"The Adventures of Huck Finn","Curtis Armstrong","1","Undirected"
"The Adventures of Huck Finn","Anne Heche","1","Undirected"
"The Adventures of Huck Finn","Stephen Sommers","1","Undirected"
"Curtis Armstrong","The Clan of the Cave Bear","1","Undirected"
"Curtis Armstrong","Ray","1","Undirected"
"Curtis Armstrong","Van Wilder: Party Liaison","1","Undirected"
"Curtis Armstrong","Sparkle","1","Undirected"
"Curtis Armstrong","Southland Tales","1","Undirected"
"Curtis Armstrong","Akeelah and the Bee","1","Undirected"
"Anne Heche","John Q","1","Undirected"
"Anne Heche","The Juror","1","Undirected"
"Anne Heche","Birth","1","Undirected"
"Anne Heche","Six Days Seven Nights","1","Undirected"
"Anne Heche","I Know What You Did Last Summer","1","Undirected"
"Anne Heche","Donnie Brasco","1","Undirected"
"Anne Heche","Volcano","1","Undirected"
"Anne Heche","Walking and Talking","1","Undirected"
"Stephen Sommers","G.I. Joe: The Rise of Cobra","1","Undirected"
"Stephen Sommers","Deep Rising","1","Undirected"
"Stephen Sommers","The Mummy Returns","1","Undirected"
"Clay Pigeons","Janeane Garofalo","1","Undirected"
"Clay Pigeons","Vince Vieluf","1","Undirected"
"Clay Pigeons","Kevin Rahm","1","Undirected"
"Clay Pigeons","David Dobkin","1","Undirected"
"Janeane Garofalo","Ratatouille","1","Undirected"
"Janeane Garofalo","Dogma","1","Undirected"
"Janeane Garofalo","The Adventures of Rocky & Bullwinkle","1","Undirected"
"Janeane Garofalo","200 Cigarettes","1","Undirected"
"Janeane Garofalo","Titan A.E.","1","Undirected"
"Janeane Garofalo","Mystery Men","1","Undirected"
"Janeane Garofalo","Southland Tales","1","Undirected"
"Janeane Garofalo","The Cable Guy","1","Undirected"
"Janeane Garofalo","Cop Land","1","Undirected"
"Janeane Garofalo","Big Trouble","1","Undirected"
"Vince Vieluf","Rat Race","1","Undirected"
"David Dobkin","The Judge","1","Undirected"
"David Dobkin","The Change-Up","1","Undirected"
"David Dobkin","Shanghai Knights","1","Undirected"
"Tucker and Dale vs Evil","Chelan Simmons","1","Undirected"
"Tucker and Dale vs Evil","Eli Craig","1","Undirected"
"Chelan Simmons","Final Destination 3","1","Undirected"
"Chelan Simmons","Good Luck Chuck","1","Undirected"
"Reign of Assassins","Woo-sung Jung","1","Undirected"
"Reign of Assassins","Shawn Yue","1","Undirected"
"Reign of Assassins","Kelly Lin","1","Undirected"
"Reign of Assassins","Chao-Bin Su","1","Undirected"
"Woo-sung Jung","The Good, the Bad, the Weird","1","Undirected"
"Shawn Yue","I Come with the Rain","1","Undirected"
"Taken","Holly Valance","1","Undirected"
"Holly Valance","DOA: Dead or Alive","1","Undirected"
"Diamond Ruff","Dennis L.A. White","1","Undirected"
"Diamond Ruff","Alec Asten","1","Undirected"
"Diamond Ruff","Luis Sanchez","1","Undirected"
"Sleepover","Joe Nussbaum","1","Undirected"
"Joe Nussbaum","Prom","1","Undirected"
"Joe Nussbaum","Sydney White","1","Undirected"
"The Lord of the Rings: The Return of the King","Billy Boyd","1","Undirected"
"The Lord of the Rings: The Return of the King","Bernard Hill","1","Undirected"
"The Lord of the Rings: The Return of the King","Peter Jackson","1","Undirected"
"Billy Boyd","The Lord of the Rings: The Two Towers","1","Undirected"
"Billy Boyd","Seed of Chucky","1","Undirected"
"Billy Boyd","The Lord of the Rings: The Fellowship of the Ring","1","Undirected"
"Bernard Hill","Unforgotten","1","Undirected"
"Bernard Hill","Gothika","1","Undirected"
"Bernard Hill","The Scorpion King","1","Undirected"
"Bernard Hill","The Ghost and the Darkness","1","Undirected"
"Peter Jackson","The Hobbit: The Battle of the Five Armies","1","Undirected"
"Peter Jackson","Heavenly Creatures","1","Undirected"
"Peter Jackson","King Kong","1","Undirected"
"Peter Jackson","The Hobbit: The Desolation of Smaug","1","Undirected"
"Peter Jackson","The Lord of the Rings: The Two Towers","1","Undirected"
"Peter Jackson","The Lord of the Rings: The Fellowship of the Ring","1","Undirected"
"Peter Jackson","The Lovely Bones","1","Undirected"
"Peter Jackson","The Hobbit: An Unexpected Journey","1","Undirected"
"Top Cat Begins","Sariann Monaco","1","Undirected"
"Top Cat Begins","David Hoffman","1","Undirected"
"Top Cat Begins","Ben Diskin","1","Undirected"
"Top Cat Begins","Andr--s Couturier","1","Undirected"
"Volver","Antonio de la Torre","1","Undirected"
"Volver","Pedro Almod--var","1","Undirected"
"Volver","Carmen Maura","1","Undirected"
"Volver","Lola Due--as","1","Undirected"
"Lola Due--as","The Sea Inside","1","Undirected"
"The American","Violante Placido","1","Undirected"
"The American","Thekla Reuten","1","Undirected"
"The American","Filippo Timi","1","Undirected"
"The American","Anton Corbijn","1","Undirected"
"Anton Corbijn","Control","1","Undirected"
"Anton Corbijn","A Most Wanted Man","1","Undirected"
"Viy","Igor Jijikine","1","Undirected"
"Viy","Agnia Ditkovskite","1","Undirected"
"Viy","Oleg Stepchenko","1","Undirected"
"Wuthering Heights","Tom Hardy","1","Undirected"
"Wuthering Heights","Jack O'Connell","1","Undirected"
"Tom Hardy","Mad Max: Fury Road","1","Undirected"
"Tom Hardy","Layer Cake","1","Undirected"
"Tom Hardy","RocknRolla","1","Undirected"
"Tom Hardy","The Dark Knight Rises","1","Undirected"
"Tom Hardy","The Revenant","1","Undirected"
"Tom Hardy","Bronson","1","Undirected"
"Tom Hardy","Star Trek: Nemesis","1","Undirected"
"Tom Hardy","Child 44","1","Undirected"
"Tom Hardy","Warrior","1","Undirected"
"Tom Hardy","Inception","1","Undirected"
"Tom Hardy","This Means War","1","Undirected"
"Tom Hardy","Legend","1","Undirected"
