"Source","Target","Weight","Type"
"Morgan J. Freeman","Desert Blue","1","Undirected"
"Hairspray","Jerry Stiller","1","Undirected"
"Hairspray","Elijah Kelley","1","Undirected"
"Jerry Stiller","Teacher's Pet","1","Undirected"
"Jerry Stiller","On the Line","1","Undirected"
"Jerry Stiller","Serving Sara","1","Undirected"
"Jerry Stiller","Foodfight!","1","Undirected"
"Turbo","Ben Schwartz","1","Undirected"
"Turbo","David Soren","1","Undirected"
"Ben Schwartz","Coffee Town","1","Undirected"
"The Imitation Game","Allen Leech","1","Undirected"
"The Imitation Game","Morten Tyldum","1","Undirected"
"Morten Tyldum","Headhunters","1","Undirected"
"The Brothers McMullen","Shari Albert","1","Undirected"
"The Brothers McMullen","Michael McGlone","1","Undirected"
"The Brothers McMullen","Maxine Bahns","1","Undirected"
"Michael McGlone","She's the One","1","Undirected"
"The Bridge of San Luis Rey","Geraldine Chaplin","1","Undirected"
"The Bridge of San Luis Rey","Mary McGuckian","1","Undirected"
"Geraldine Chaplin","The Impossible","1","Undirected"
"Geraldine Chaplin","The Age of Innocence","1","Undirected"
"Geraldine Chaplin","The Orphanage","1","Undirected"
"Geraldine Chaplin","Doctor Zhivago","1","Undirected"
"2001: A Space Odyssey","Gary Lockwood","1","Undirected"
"2001: A Space Odyssey","Glenn Beck","1","Undirected"
"2001: A Space Odyssey","Keir Dullea","1","Undirected"
"Aladdin","Scott Weinger","1","Undirected"
"Aladdin","Ron Clements","1","Undirected"
"Ron Clements","Treasure Planet","1","Undirected"
"Ron Clements","The Princess and the Frog","1","Undirected"
"Return to Never Land","Spencer Breslin","1","Undirected"
"Return to Never Land","Robin Budd","1","Undirected"
"Spencer Breslin","Raising Helen","1","Undirected"
"Spencer Breslin","The Cat in the Hat","1","Undirected"
"Evil Dead","Elizabeth Blackmore","1","Undirected"
"Evil Dead","Fede Alvarez","1","Undirected"
"Evil Dead","Ellen Sandweiss","1","Undirected"
"Ellen Sandweiss","The Evil Dead","1","Undirected"
"Girls Gone Dead","Vincent Chimato","1","Undirected"
"Girls Gone Dead","John McGlothlin","1","Undirected"
"Girls Gone Dead","Al Sapienza","1","Undirected"
"Girls Gone Dead","Michael Hoffman Jr.","1","Undirected"
"Meek's Cutoff","Zoe Kazan","1","Undirected"
"Zoe Kazan","Me and Orson Welles","1","Undirected"
"Zoe Kazan","Our Brand Is Crisis","1","Undirected"
"Zoe Kazan","The Exploding Girl","1","Undirected"
"Zoe Kazan","It's Complicated","1","Undirected"
"The Grandmaster","Elvis Tsui","1","Undirected"
"The Grandmaster","Hye-kyo Song","1","Undirected"
"Copycat","William McNamara","1","Undirected"
"Copycat","Jon Amiel","1","Undirected"
"William McNamara","The Legend of Hell's Gate: An American Conspiracy","1","Undirected"
"William McNamara","Doc Holliday's Revenge","1","Undirected"
"William McNamara","The Wicked Within","1","Undirected"
"Jon Amiel","The Core","1","Undirected"
"Jon Amiel","Entrapment","1","Undirected"
"Jon Amiel","The Man Who Knew Too Little","1","Undirected"
"The New Guy","Gene Simmons","1","Undirected"
"The New Guy","Ed Decter","1","Undirected"
"She Done Him Wrong","Mae West","1","Undirected"
"She Done Him Wrong","Gilbert Roland","1","Undirected"
"She Done Him Wrong","Louise Beavers","1","Undirected"
"She Done Him Wrong","Lowell Sherman","1","Undirected"
"RED","Jaqueline Fleming","1","Undirected"
"The True Story of Puss'N Boots","Yolande Moreau","1","Undirected"
"The True Story of Puss'N Boots","Andr-- Wilms","1","Undirected"
"The True Story of Puss'N Boots","J--r--me Deschamps","1","Undirected"
"Freaky Deaky","Charles Matthau","1","Undirected"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Kiran Shah","1","Undirected"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Shane Rangi","1","Undirected"
"Shane Rangi","The Chronicles of Narnia: The Voyage of the Dawn Treader","1","Undirected"
"Marmaduke","Tom Dey","1","Undirected"
"Tom Dey","Shanghai Noon","1","Undirected"
"Tom Dey","Failure to Launch","1","Undirected"
"Yogi Bear","Josh Robert Thompson","1","Undirected"
"Paris, je t'aime","Olivier Assayas","1","Undirected"
"Olivier Assayas","Clean","1","Undirected"
"Harrison Montgomery","Melora Walters","1","Undirected"
"Harrison Montgomery","Diane Baker","1","Undirected"
"Harrison Montgomery","Daniel Davila","1","Undirected"
"Brown Sugar","Rick Famuyiwa","1","Undirected"
"Rick Famuyiwa","Dope","1","Undirected"
"Rick Famuyiwa","Our Family Wedding","1","Undirected"
"Rick Famuyiwa","The Wood","1","Undirected"
"Another Year","Phil Davis","1","Undirected"
"Phil Davis","Notes on a Scandal","1","Undirected"
"The Opposite Sex","Jennifer Finnigan","1","Undirected"
"Alien Zone","Bernard Fox","1","Undirected"
"Alien Zone","Elizabeth MacRae","1","Undirected"
"Alien Zone","Charles Aidman","1","Undirected"
"Alien Zone","Sharron Miller","1","Undirected"
"Slam","Sonja Sohn","1","Undirected"
"Slam","Saul Williams","1","Undirected"
"Slam","Bonz Malone","1","Undirected"
"Slam","Marc Levin","1","Undirected"
"Sonja Sohn","Bringing Out the Dead","1","Undirected"
"Over the Hedge","Tim Johnson","1","Undirected"
"Tim Johnson","Home","1","Undirected"
"Jumper","Tom Hulce","1","Undirected"
"Tom Hulce","Amadeus","1","Undirected"
"Jaws: The Revenge","Joseph Sargent","1","Undirected"
"The Beast from 20,000 Fathoms","Eug--ne Louri--","1","Undirected"
"The Beast from 20,000 Fathoms","Kenneth Tobey","1","Undirected"
"The Beast from 20,000 Fathoms","Cecil Kellaway","1","Undirected"
"The Beast from 20,000 Fathoms","Ross Elliott","1","Undirected"
"Flame and Citron","Lars Mikkelsen","1","Undirected"
"Flame and Citron","Ole Christian Madsen","1","Undirected"
"Secret in Their Eyes","Joe Cole","1","Undirected"
"Joe Cole","Green Room","1","Undirected"
"Home Movies","Ron Lynch","1","Undirected"
"Home Movies","Melissa Bardin Galsky","1","Undirected"
"Home Movies","Brendon Small","1","Undirected"
"The Long Kiss Goodnight","Melina Kanakaredes","1","Undirected"
"The Long Kiss Goodnight","Yvonne Zima","1","Undirected"
"Oliver Twist","Tony Noble","1","Undirected"
"Oliver Twist","Ian McNeice","1","Undirected"
"Oliver Twist","Barney Clark","1","Undirected"
"Ian McNeice","Freeze Frame","1","Undirected"
"The Devil's Rejects","Sid Haig","1","Undirected"
"The Devil's Rejects","Ken Foree","1","Undirected"
"The Devil's Rejects","Rob Zombie","1","Undirected"
"Sid Haig","Jackie Brown","1","Undirected"
"Sid Haig","Little Big Top","1","Undirected"
"Sid Haig","House of 1000 Corpses","1","Undirected"
"Sid Haig","The Lords of Salem","1","Undirected"
"Rob Zombie","House of 1000 Corpses","1","Undirected"
"Rob Zombie","Halloween II","1","Undirected"
"Rob Zombie","The Lords of Salem","1","Undirected"
"Bad Santa","Terry Zwigoff","1","Undirected"
"Terry Zwigoff","Ghost World","1","Undirected"
"Torn Curtain","Tamara Toumanova","1","Undirected"
"Torn Curtain","Lila Kedrova","1","Undirected"
"Torn Curtain","David Opatoshu","1","Undirected"
"Veronica Guerin","Brenda Fricker","1","Undirected"
"Veronica Guerin","David Murray","1","Undirected"
"Veronica Guerin","Gerard McSorley","1","Undirected"
"Gerard McSorley","Felicia's Journey","1","Undirected"
"Death Race 2000","Paul Bartel","1","Undirected"
"Mad Max 2: The Road Warrior","Kjell Nilsson","1","Undirected"
"The Roommate","Christian E. Christiansen","1","Undirected"
"The Roommate","Leighton Meester","1","Undirected"
"Leighton Meester","Monte Carlo","1","Undirected"
"Leighton Meester","Country Strong","1","Undirected"
"Leighton Meester","The Judge","1","Undirected"
"Leighton Meester","That's My Boy","1","Undirected"
"Love Stinks","Tyra Banks","1","Undirected"
"Love Stinks","Jeff Franklin","1","Undirected"
"Tyra Banks","Coyote Ugly","1","Undirected"
"The Perfect Man","Ben Feldman","1","Undirected"
"The Perfect Man","Vanessa Lengies","1","Undirected"
"The Perfect Man","Mark Rosman","1","Undirected"
"Ben Feldman","Cloverfield","1","Undirected"
"Ben Feldman","As Above, So Below","1","Undirected"
"Vanessa Lengies","Stick It","1","Undirected"
"Vanessa Lengies","We Are Your Friends","1","Undirected"
"Vanessa Lengies","Waiting...","1","Undirected"
"Mark Rosman","A Cinderella Story","1","Undirected"
"Money Train","Aida Turturro","1","Undirected"
"Money Train","Joseph Ruben","1","Undirected"
"Money Train","Robert Blake","1","Undirected"
"Robert Blake","In Cold Blood","1","Undirected"
"Dangerous Liaisons","Peter Capaldi","1","Undirected"
"Peter Capaldi","The Fifth Estate","1","Undirected"
"Peter Capaldi","World War Z","1","Undirected"
"My Best Friend's Girl","Riki Lindhome","1","Undirected"
"Jonah Hex","Julia Jones","1","Undirected"
"Jonah Hex","Jimmy Hayward","1","Undirected"
"Jonah Hex","Billy Blair","1","Undirected"
"Jimmy Hayward","Free Birds","1","Undirected"
"Red Tails","Anthony Hemingway","1","Undirected"
"Red Tails","Tristan Mack Wilds","1","Undirected"
"Tristan Mack Wilds","Half Nelson","1","Undirected"
"Saving Face","Jessica Hecht","1","Undirected"
"Saving Face","Alice Wu","1","Undirected"
"Theresa Is a Mother","Elaine Bromka","1","Undirected"
"Theresa Is a Mother","Robert Turano","1","Undirected"
"Theresa Is a Mother","Matthew Gumley","1","Undirected"
"Theresa Is a Mother","C. Fraser Press","1","Undirected"
"Elaine Bromka","Archaeology of a Woman","1","Undirected"
"Legally Blonde 2: Red, White & Blonde","Bob Newhart","1","Undirected"
"Bob Newhart","Catch-22","1","Undirected"
"Mao's Last Dancer","Suzie Steen","1","Undirected"
"Friday the 13th Part VII: The New Blood","John Carl Buechler","1","Undirected"
"Friday the 13th Part VII: The New Blood","William Butler","1","Undirected"
"Friday the 13th Part VII: The New Blood","Kane Hodder","1","Undirected"
"Kane Hodder","Love in the Time of Monsters","1","Undirected"
"Kane Hodder","Jason X","1","Undirected"
"Kane Hodder","Hatchet","1","Undirected"
"Kane Hodder","Jason Goes to Hell: The Final Friday","1","Undirected"
"Kane Hodder","Friday the 13th Part VIII: Jason Takes Manhattan","1","Undirected"
"The Adjustment Bureau","George Nolfi","1","Undirected"
"Psycho","John Gavin","1","Undirected"
"The Story of Us","Tim Matheson","1","Undirected"
"Tim Matheson","Yours, Mine and Ours","1","Undirected"
"Tim Matheson","Animal House","1","Undirected"
"Major Dundee","Warren Oates","1","Undirected"
"Warren Oates","The Wild Bunch","1","Undirected"
"Meet Dave","Mike O'Malley","1","Undirected"
"Meet Dave","Shawn Christian","1","Undirected"
"Meet the Spartans","Method Man","1","Undirected"
"Method Man","The Wackness","1","Undirected"
"Under Siege 2: Dark Territory","Geoff Murphy","1","Undirected"
"Under Siege 2: Dark Territory","Brenda Bakke","1","Undirected"
"Two Girls and a Guy","Natasha Gregson Wagner","1","Undirected"
"Two Girls and a Guy","Angel David","1","Undirected"
"Natasha Gregson Wagner","First Love, Last Rites","1","Undirected"
"Ch--ri","Gaye Brown","1","Undirected"
"Home","April Winchell","1","Undirected"
"Alias Betty","Edouard Baer","1","Undirected"
"Alias Betty","Roschdy Zem","1","Undirected"
"Alias Betty","Claude Miller","1","Undirected"
"Alias Betty","Sandrine Kiberlain","1","Undirected"
"Sandrine Kiberlain","Little Nicholas","1","Undirected"
"Edouard Baer","Wild Grass","1","Undirected"
"L!fe Happens","Kristen Johnston","1","Undirected"
"L!fe Happens","Kat Coiro","1","Undirected"
"Kristen Johnston","3rd Rock from the Sun","1","Undirected"
"Roger & Me","Bob Eubanks","1","Undirected"
"Roger & Me","Pat Boone","1","Undirected"
"Black Book","Sebastian Koch","1","Undirected"
"Sebastian Koch","The Lives of Others","1","Undirected"
"Sebastian Koch","Amen.","1","Undirected"
"Stargate SG-1","Don S. Davis","1","Undirected"
"Stargate SG-1","Gary Jones","1","Undirected"
"You Only Live Twice","Burt Kwouk","1","Undirected"
"Burt Kwouk","The Return of the Pink Panther","1","Undirected"
"Dolphin Tale","Michael Roark","1","Undirected"
"She Wore a Yellow Ribbon","Ben Johnson","1","Undirected"
"She Wore a Yellow Ribbon","Victor McLaglen","1","Undirected"
"The Ballad of Jack and Rose","Ryan McDonald","1","Undirected"
"The Ballad of Jack and Rose","Rebecca Miller","1","Undirected"
"The Ballad of Jack and Rose","Susanna Thompson","1","Undirected"
"Susanna Thompson","Dragonfly","1","Undirected"
"12 Angry Men","Jack Warden","1","Undirected"
"Jack Warden","The Verdict","1","Undirected"
"Jack Warden","Dirty Work","1","Undirected"
"Jack Warden","A Dog of Flanders","1","Undirected"
"Jack Warden","Donovan's Reef","1","Undirected"
"Topaz","John Vernon","1","Undirected"
"Topaz","Philippe Noiret","1","Undirected"
"John Vernon","Heavy Metal","1","Undirected"
"Area 51","Glenn Campbell","1","Undirected"
"Area 51","Sandra Staggs","1","Undirected"
"Area 51","Jelena Nik","1","Undirected"
"Area 51","Oren Peli","1","Undirected"
"Oren Peli","Paranormal Activity","1","Undirected"
"Ouija","Daren Kagasoff","1","Undirected"
"Ouija","Stiles White","1","Undirected"
"Team America: World Police","Jeremy Shada","1","Undirected"
"Dil Jo Bhi Kahey...","Romesh Sharma","1","Undirected"
"Dil Jo Bhi Kahey...","Annabelle Wallis","1","Undirected"
"Dil Jo Bhi Kahey...","Revathy","1","Undirected"
"Annabelle Wallis","Annabelle","1","Undirected"
"Home Run","David Boyd","1","Undirected"
"Timber Falls","Tony Giglio","1","Undirected"
"All or Nothing","Ruth Sheen","1","Undirected"
"All or Nothing","Gary McDonald","1","Undirected"
"Ruth Sheen","Mr. Turner","1","Undirected"
"Wind Walkers","Kiowa Gordon","1","Undirected"
"Wind Walkers","Russell Friedenberg","1","Undirected"
"Mission to Mars","Kim Delaney","1","Undirected"
"Albert Nobbs","Mark Williams","1","Undirected"
"Albert Nobbs","Rodrigo Garc--a","1","Undirected"
"Mark Williams","The Borrowers","1","Undirected"
"Rodrigo Garc--a","Mother and Child","1","Undirected"
"Arthur","Bruce Dinsmore","1","Undirected"
"Arthur","Melissa Altro","1","Undirected"
"Arthur","Daniel Brochu","1","Undirected"
"The Chronicles of Narnia: Prince Caspian","Pierfrancesco Favino","1","Undirected"
"Gossip","Noam Jenkins","1","Undirected"
"Safe","Robert John Burke","1","Undirected"
"Safe","Boaz Yakin","1","Undirected"
"Robert John Burke","First Love, Last Rites","1","Undirected"
"Robert John Burke","Hide and Seek","1","Undirected"
"Boaz Yakin","Max","1","Undirected"
"Boaz Yakin","Remember the Titans","1","Undirected"
"Sea Rex 3D: Journey to a Prehistoric World","Guillaume Denaiffe","1","Undirected"
"Sea Rex 3D: Journey to a Prehistoric World","Chloe Hollings","1","Undirected"
"Sea Rex 3D: Journey to a Prehistoric World","Ronan Chapalain","1","Undirected"
"Sea Rex 3D: Journey to a Prehistoric World","Norbert Ferrer","1","Undirected"
"We Own the Night","Oleg Taktarov","1","Undirected"
"Bride Wars","Gary Winick","1","Undirected"
"Gary Winick","13 Going on 30","1","Undirected"
"Gary Winick","Charlotte's Web","1","Undirected"
"Gary Winick","Tadpole","1","Undirected"
"Gary Winick","Letters to Juliet","1","Undirected"
"Point Break","Ericson Core","1","Undirected"
"Looper","Rian Johnson","1","Undirected"
"Looper","Tracie Thoms","1","Undirected"
"Rian Johnson","The Brothers Bloom","1","Undirected"
"Hulk","Regi Davis","1","Undirected"
"Hulk","Kevin Rankin","1","Undirected"
"Kevin Rankin","Wild","1","Undirected"
"August Rush","Aaron Staton","1","Undirected"
"August Rush","Kirsten Sheridan","1","Undirected"
"Rubber","Haley Ramm","1","Undirected"
"Rubber","Cecelia Antoinette","1","Undirected"
"Rubber","Quentin Dupieux","1","Undirected"
"Haley Ramm","Flightplan","1","Undirected"
"Gunless","William Phillips","1","Undirected"
"Gunless","Tyler Mane","1","Undirected"
"Tyler Mane","X-Men","1","Undirected"
"Tyler Mane","Halloween II","1","Undirected"
"Semi-Pro","Maura Tierney","1","Undirected"
"Semi-Pro","Kent Alterman","1","Undirected"
"Maura Tierney","Insomnia","1","Undirected"
"Maura Tierney","Liar Liar","1","Undirected"
"Maura Tierney","Instinct","1","Undirected"
"Maura Tierney","Welcome to Mooseport","1","Undirected"
"Maura Tierney","Primary Colors","1","Undirected"
"Flirting with Disaster","Mary Tyler Moore","1","Undirected"
"The Shining","Scatman Crothers","1","Undirected"
"The Shining","Joe Turkel","1","Undirected"
"Scatman Crothers","One Flew Over the Cuckoo's Nest","1","Undirected"
"Not Easily Broken","Wood Harris","1","Undirected"
"Wood Harris","Dredd","1","Undirected"
"Ex Machina","Alex Garland","1","Undirected"
"Ex Machina","Elina Alminas","1","Undirected"
"Ex Machina","Sonoya Mizuno","1","Undirected"
"Ex Machina","Corey Johnson","1","Undirected"
"Raising Victor Vargas","Victor Rasuk","1","Undirected"
"Raising Victor Vargas","Melonie Diaz","1","Undirected"
"Raising Victor Vargas","Judy Marte","1","Undirected"
"Melonie Diaz","Fruitvale Station","1","Undirected"
"Melonie Diaz","Be Kind Rewind","1","Undirected"
"Judy Marte","On the Outs","1","Undirected"
"Me and You and Everyone We Know","Najarra Townsend","1","Undirected"
"Me and You and Everyone We Know","Miranda July","1","Undirected"
"The Legend of Hercules","Gaia Weiss","1","Undirected"
"The Legend of Hercules","Roxanne McKee","1","Undirected"
"Exiled","Johnnie To","1","Undirected"
"Exiled","Anthony Chau-Sang Wong","1","Undirected"
"Exiled","Josie Ho","1","Undirected"
"Anthony Chau-Sang Wong","The Medallion","1","Undirected"
"Josie Ho","Street Fighter: The Legend of Chun-Li","1","Undirected"
"I Want Your Money","Bill Farmer","1","Undirected"
"I Want Your Money","Chris Cox","1","Undirected"
"I Want Your Money","Mike Huckabee","1","Undirected"
"I Want Your Money","Ray Griggs","1","Undirected"
"The Night Visitor","Trevor Howard","1","Undirected"
"The Night Visitor","Laslo Benedek","1","Undirected"
"The Night Visitor","Andrew Keir","1","Undirected"
"The Visit","Ocean James","1","Undirected"
"The Visit","Patch Darragh","1","Undirected"
"The Visit","Olivia DeJonge","1","Undirected"
"Street Fighter: The Legend of Chun-Li","Robin Shou","1","Undirected"
"Robin Shou","Mortal Kombat: Annihilation","1","Undirected"
"The Calling","Jason Stone","1","Undirected"
"Teacher's Pet","Timothy Bj--rklund","1","Undirected"
"The Widow of Saint-Pierre","Yves Jacques","1","Undirected"
"The Widow of Saint-Pierre","Patrice Leconte","1","Undirected"
"The Widow of Saint-Pierre","Emir Kusturica","1","Undirected"
"The Widow of Saint-Pierre","Daniel Auteuil","1","Undirected"
"Emir Kusturica","The Good Thief","1","Undirected"
"How Do You Know","Shelley Conn","1","Undirected"
"How Do You Know","Domenick Lombardozzi","1","Undirected"
"How Do You Know","Teyonah Parris","1","Undirected"
"Down for Life","Alan Jacobs","1","Undirected"
"Sweet Home Alabama","Courtney Gains","1","Undirected"
"Clerks II","Jason Mewes","1","Undirected"
"Clerks II","Brian O'Halloran","1","Undirected"
"Jason Mewes","Mallrats","1","Undirected"
"Jason Mewes","The Last Godfather","1","Undirected"
"Jason Mewes","Clerks","1","Undirected"
"Jason Mewes","Jay and Silent Bob Strike Back","1","Undirected"
"Brian O'Halloran","Clerks","1","Undirected"
"As Above, So Below","Perdita Weeks","1","Undirected"
"As Above, So Below","Edwin Hodge","1","Undirected"
"How to Be a Player","Lionel C. Martin","1","Undirected"
"How to Be a Player","Lark Voorhies","1","Undirected"
"She's Out of My League","Jim Field Smith","1","Undirected"
"Wolves","Jason Momoa","1","Undirected"
"Wolves","David Hayter","1","Undirected"
"Jason Momoa","Bullet to the Head","1","Undirected"
"The Players Club","Ice Cube","1","Undirected"
"The Players Club","Chrystale Wilson","1","Undirected"
"Micmacs","Omar Sy","1","Undirected"
"Omar Sy","Jurassic World","1","Undirected"
"Omar Sy","Burnt","1","Undirected"
"The Legend of Drunken Master","Ho-Sung Pak","1","Undirected"
"The Legend of Drunken Master","Chia-Liang Liu","1","Undirected"
"The Legend of Drunken Master","Anita Mui","1","Undirected"
"Anita Mui","Rumble in the Bronx","1","Undirected"
"Checkmate","Johnny Messner","1","Undirected"
"Checkmate","Michael Par--","1","Undirected"
"Checkmate","Timothy Woodward Jr.","1","Undirected"
"Checkmate","Katrina Law","1","Undirected"
"Johnny Messner","Anacondas: The Hunt for the Blood Orchid","1","Undirected"
"Michael Par--","Rampage","1","Undirected"
"Michael Par--","BloodRayne","1","Undirected"
"The Pink Panther","Henry Czerny","1","Undirected"
"The Pink Panther","William Abadie","1","Undirected"
"Henry Czerny","The Ice Storm","1","Undirected"
"Henry Czerny","Fido","1","Undirected"
"The Color of Freedom","Tyrone Keogh","1","Undirected"
"The Color of Freedom","Bille August","1","Undirected"
"The Color of Freedom","Patrick Lyster","1","Undirected"
"Bille August","Smilla's Sense of Snow","1","Undirected"
"House of 1000 Corpses","Matthew McGrory","1","Undirected"
"House of 1000 Corpses","Erin Daniels","1","Undirected"
"The 13th Warrior","Vladimir Kulich","1","Undirected"
"J. Edgar","Kaitlyn Dever","1","Undirected"
"Kaitlyn Dever","Last Man Standing","1","Undirected"
"Amour","Emmanuelle Riva","1","Undirected"
"Dumb and Dumber To","Rob Riggle","1","Undirected"
"Rob Riggle","The Hangover","1","Undirected"
"Rob Riggle","The Internship","1","Undirected"
"Rob Riggle","Unaccompanied Minors","1","Undirected"
"Rob Riggle","Going the Distance","1","Undirected"
"Rob Riggle","21 Jump Street","1","Undirected"
"Rob Riggle","The Goods: Live Hard, Sell Hard","1","Undirected"
"Rob Riggle","Let's Be Cops","1","Undirected"
"Rob Riggle","Larry Crowne","1","Undirected"
"Show Boat","Agnes Moorehead","1","Undirected"
"Agnes Moorehead","Bewitched","1","Undirected"
"War, Inc.","Joshua Seftel","1","Undirected"
"War, Inc.","Bashar Rahal","1","Undirected"
"War, Inc.","Sergej Trifunovic","1","Undirected"
"Bashar Rahal","In the Name of the King: The Last Job","1","Undirected"
"Bashar Rahal","Whiteout","1","Undirected"
"Zombieland","Derek Graf","1","Undirected"
"Zombieland","Ruben Fleischer","1","Undirected"
"Ruben Fleischer","Gangster Squad","1","Undirected"
"Ruben Fleischer","30 Minutes or Less","1","Undirected"
"Code of Honor","Helena Mattsson","1","Undirected"
"Code of Honor","Craig Sheffer","1","Undirected"
"Code of Honor","Michael Winnick","1","Undirected"
"McHale's Navy","Bob Hastings","1","Undirected"
"Deadpool","Stefan Kapicic","1","Undirected"
"Deadpool","Tim Miller","1","Undirected"
"Elza","Christophe Cherki","1","Undirected"
"Elza","Teddy Doloir","1","Undirected"
"Elza","Mariette Monpierre","1","Undirected"
"Elza","Stana Roumillac","1","Undirected"
"Wonder Boys","Richard Thomas","1","Undirected"
"Invasion U.S.A.","Eddie Jones","1","Undirected"
"Invasion U.S.A.","Joseph Zito","1","Undirected"
"Invasion U.S.A.","Billy Drago","1","Undirected"
"Invasion U.S.A.","Richard Lynch","1","Undirected"
"Billy Drago","The Untouchables","1","Undirected"
"Richard Lynch","The Barbarians","1","Undirected"
"Eddie Jones","Fighting Tommy Riley","1","Undirected"
"Joseph Zito","Friday the 13th: The Final Chapter","1","Undirected"
"The Mask of Zorro","Tony Amendola","1","Undirected"
"Water & Power","Richard Montoya","1","Undirected"
"Water & Power","Angela Nordeng","1","Undirected"
"Water & Power","Exie Booker","1","Undirected"
"Higher Ground","Michael Chernus","1","Undirected"
"Higher Ground","Vera Farmiga","1","Undirected"
"Michael Chernus","Captain Phillips","1","Undirected"
"Exam","Stuart Hazeldine","1","Undirected"
"Exam","Luke Mably","1","Undirected"
"Exam","Pollyanna McIntosh","1","Undirected"
"Luke Mably","The Prince and Me","1","Undirected"
"The Ruins","Laura Ramsey","1","Undirected"
"The Ruins","Jonathan Tucker","1","Undirected"
"The Ruins","Sergio Calder--n","1","Undirected"
"The Ruins","Carter Smith","1","Undirected"
"Laura Ramsey","The Real Cancun","1","Undirected"
"Laura Ramsey","The Covenant","1","Undirected"
"Laura Ramsey","She's the Man","1","Undirected"
"Jonathan Tucker","Veronika Decides to Die","1","Undirected"
"Dirty Work","Don Rickles","1","Undirected"
"Don Rickles","Casino","1","Undirected"
"Don Rickles","Toy Story 3","1","Undirected"
"A Warrior's Tail","Fedor Bondarchuk","1","Undirected"
"A Warrior's Tail","Maksim Fadeev","1","Undirected"
"A Warrior's Tail","Sergey Garmash","1","Undirected"
"Fedor Bondarchuk","Obitaemyy ostrov","1","Undirected"
"Sergey Garmash","Space Dogs","1","Undirected"
"Exeter","Ashley Tramonte","1","Undirected"
"Exeter","Lindsay MacDonald","1","Undirected"
"Exeter","Marcus Nispel","1","Undirected"
"Clockstoppers","Jason George","1","Undirected"
"Jason George","Barbershop","1","Undirected"
"The Vatican Exorcisms","Piero Maggi--","1","Undirected"
"The Vatican Exorcisms","Anella Vastola","1","Undirected"
"The Vatican Exorcisms","Joe Marino","1","Undirected"
"Play It to the Bone","Lolita Davidovich","1","Undirected"
"Man on Wire","Paul McGill","1","Undirected"
"Man on Wire","Philippe Petit","1","Undirected"
"Man on Wire","Jean-Louis Blondeau","1","Undirected"
"The Grand","Tim Healy","1","Undirected"
"The Grand","Susan Hampshire","1","Undirected"
"The Grand","Amanda Mealing","1","Undirected"
"King's Ransom","Jeffrey W. Byrd","1","Undirected"
"Synecdoche, New York","Charlie Kaufman","1","Undirected"
"Screwed","Sherman Hemsley","1","Undirected"
"Screwed","Scott Alexander","1","Undirected"
"The Black Stallion","Kelly Reno","1","Undirected"
"The Black Stallion","Hoyt Axton","1","Undirected"
"Bucky Larson: Born to Be a Star","Tom Brady","1","Undirected"
"Closer","Colin Stinton","1","Undirected"
"Stiff Upper Lips","Gary Sinyor","1","Undirected"
"Sands of Iwo Jima","Allan Dwan","1","Undirected"
"Sands of Iwo Jima","James Brown","1","Undirected"
"Sands of Iwo Jima","Richard Jaeckel","1","Undirected"
"Sands of Iwo Jima","Forrest Tucker","1","Undirected"
"Kevin Hart: Let Me Explain","David Jason Perez","1","Undirected"
"Kevin Hart: Let Me Explain","La'Princess Jackson","1","Undirected"
"Kevin Hart: Let Me Explain","Dana Hanna","1","Undirected"
"Kevin Hart: Let Me Explain","Leslie Small","1","Undirected"
"Leslie Small","Kevin Hart: Laugh at My Pain","1","Undirected"
"True Grit","Ethan Coen","1","Undirected"
"True Grit","Bruce Green","1","Undirected"
"Ethan Coen","Hail, Caesar!","1","Undirected"
"Ethan Coen","The Ladykillers","1","Undirected"
"Ethan Coen","A Serious Man","1","Undirected"
"Ethan Coen","Burn After Reading","1","Undirected"
"Ethan Coen","Inside Llewyn Davis","1","Undirected"
"Ethan Coen","No Country for Old Men","1","Undirected"
"The Andromeda Strain","Eric Christmas","1","Undirected"
"The Andromeda Strain","Robert Wise","1","Undirected"
"The Andromeda Strain","David Wayne","1","Undirected"
"The Andromeda Strain","Paula Kelly","1","Undirected"
"David Wayne","The Front Page","1","Undirected"
"Robert Wise","Star Trek: The Motion Picture","1","Undirected"
"Robert Wise","The Sound of Music","1","Undirected"
"American Graffiti","Mackenzie Phillips","1","Undirected"
"The Lost Boys","Jason Patric","1","Undirected"
"The Lost Boys","Jami Gertz","1","Undirected"
"Jami Gertz","Twister","1","Undirected"
"Jami Gertz","Keeping Up with the Steins","1","Undirected"
"Jason Patric","The Losers","1","Undirected"
"Jason Patric","Speed 2: Cruise Control","1","Undirected"
"Jason Patric","My Sister's Keeper","1","Undirected"
"Jason Patric","Narc","1","Undirected"
"Police Academy: Mission to Moscow","Michael Winslow","1","Undirected"
"Police Academy: Mission to Moscow","G.W. Bailey","1","Undirected"
"Police Academy: Mission to Moscow","Alan Metter","1","Undirected"
"Michael Winslow","Police Academy","1","Undirected"
"Michael Winslow","Spaceballs","1","Undirected"
"G.W. Bailey","Home on the Range","1","Undirected"
"Going the Distance","Nanette Burstein","1","Undirected"
"Stand by Me","Frances Lee McCain","1","Undirected"
